,city1,city2,airport_1,airport_2,distance,state1,state2,population1,population2,density1,density2,lat1,lng1,lat2,lng2
0,Allentown,Tampa,ABE,PIE,970,PA,FL,204.0,131.0,17.2,99.4,40.602753,-75.469759,37.8606,-78.804199
1,Allentown,Tampa,ABE,TPA,970,PA,FL,204.0,131.0,17.2,99.4,40.602753,-75.469759,37.8606,-78.804199
2,Albuquerque,Dallas,ABQ,DAL,580,NM,TX,769986.0,103.0,1159.8,78.5,35.084248,-106.649241,40.11086,-77.035636
3,Albuquerque,Dallas,ABQ,DFW,580,NM,TX,769986.0,103.0,1159.8,78.5,35.084248,-106.649241,40.11086,-77.035636
4,Albuquerque,Phoenix,ABQ,PHX,328,NM,AZ,769986.0,1278.0,1159.8,1064.3,35.084248,-106.649241,30.406931,-87.217578
5,Albuquerque,Boston,ABQ,BOS,1974,NM,MA,769986.0,215.0,1159.8,42.3,35.084248,-106.649241,42.358894,-71.056742
6,Albuquerque,Boston,ABQ,MHT,1974,NM,MA,769986.0,215.0,1159.8,42.3,35.084248,-106.649241,42.358894,-71.056742
7,Albuquerque,Boston,ABQ,PVD,1974,NM,MA,769986.0,215.0,1159.8,42.3,35.084248,-106.649241,42.358894,-71.056742
8,Albuquerque,Washington,ABQ,BWI,1670,NM,DC,769986.0,54.0,1159.8,153.4,35.084248,-106.649241,38.892062,-77.019912
9,Albuquerque,Washington,ABQ,DCA,1670,NM,DC,769986.0,54.0,1159.8,153.4,35.084248,-106.649241,38.892062,-77.019912
10,Albuquerque,Washington,ABQ,IAD,1670,NM,DC,769986.0,54.0,1159.8,153.4,35.084248,-106.649241,38.892062,-77.019912
11,Albuquerque,Chicago,ABQ,MDW,1121,NM,IL,769986.0,8497759.0,1159.8,4614.5,35.084248,-106.649241,41.775002,-87.696388
12,Albuquerque,Chicago,ABQ,ORD,1121,NM,IL,769986.0,8497759.0,1159.8,4614.5,35.084248,-106.649241,41.775002,-87.696388
13,Albuquerque,Houston,ABQ,HOU,759,NM,TX,769986.0,233.0,1159.8,88.9,35.084248,-106.649241,29.760803,-95.369506
14,Albuquerque,Houston,ABQ,IAH,759,NM,TX,769986.0,233.0,1159.8,88.9,35.084248,-106.649241,29.760803,-95.369506
15,Albuquerque,New York City,ABQ,EWR,1861,NM,NY,769986.0,18908608.0,1159.8,11080.3,35.084248,-106.649241,40.123164,-75.333718
16,Albuquerque,New York City,ABQ,HPN,1861,NM,NY,769986.0,18908608.0,1159.8,11080.3,35.084248,-106.649241,40.123164,-75.333718
17,Albuquerque,New York City,ABQ,ISP,1861,NM,NY,769986.0,18908608.0,1159.8,11080.3,35.084248,-106.649241,40.123164,-75.333718
18,Albuquerque,New York City,ABQ,JFK,1861,NM,NY,769986.0,18908608.0,1159.8,11080.3,35.084248,-106.649241,40.123164,-75.333718
19,Albuquerque,New York City,ABQ,LGA,1861,NM,NY,769986.0,18908608.0,1159.8,11080.3,35.084248,-106.649241,40.123164,-75.333718
20,Albuquerque,New York City,ABQ,SWF,1861,NM,NY,769986.0,18908608.0,1159.8,11080.3,35.084248,-106.649241,40.123164,-75.333718
21,Albuquerque,San Francisco,ABQ,OAK,896,NM,CA,769986.0,3364979.0,1159.8,7030.7,35.084248,-106.649241,37.78008,-122.420168
22,Albuquerque,San Francisco,ABQ,SFO,896,NM,CA,769986.0,3364979.0,1159.8,7030.7,35.084248,-106.649241,37.78008,-122.420168
23,Albuquerque,San Francisco,ABQ,SJC,896,NM,CA,769986.0,3364979.0,1159.8,7030.7,35.084248,-106.649241,37.78008,-122.420168
24,Albuquerque,Los Angeles,ABQ,BUR,677,NM,CA,769986.0,430.0,1159.8,450.8,35.084248,-106.649241,34.052238,-118.243344
25,Albuquerque,Los Angeles,ABQ,LAX,677,NM,CA,769986.0,430.0,1159.8,450.8,35.084248,-106.649241,34.052238,-118.243344
26,Albuquerque,Los Angeles,ABQ,LGB,677,NM,CA,769986.0,430.0,1159.8,450.8,35.084248,-106.649241,34.052238,-118.243344
27,Albuquerque,Los Angeles,ABQ,ONT,677,NM,CA,769986.0,430.0,1159.8,450.8,35.084248,-106.649241,34.052238,-118.243344
28,Albuquerque,Los Angeles,ABQ,SNA,677,NM,CA,769986.0,430.0,1159.8,450.8,35.084248,-106.649241,34.052238,-118.243344
29,Nantucket,New York City,ACK,EWR,218,MA,NY,115.0,18908608.0,115.0,11080.3,41.283208,-70.09923,40.123164,-75.333718
30,Nantucket,New York City,ACK,HPN,218,MA,NY,115.0,18908608.0,115.0,11080.3,41.283208,-70.09923,40.123164,-75.333718
31,Nantucket,New York City,ACK,JFK,218,MA,NY,115.0,18908608.0,115.0,11080.3,41.283208,-70.09923,40.123164,-75.333718
32,Nantucket,New York City,ACK,LGA,218,MA,NY,115.0,18908608.0,115.0,11080.3,41.283208,-70.09923,40.123164,-75.333718
33,Colorado Springs,Dallas,COS,DAL,602,CO,TX,638194.0,103.0,917.5,78.5,38.835224,-104.819798,40.11086,-77.035636
34,Colorado Springs,Dallas,COS,DFW,602,CO,TX,638194.0,103.0,917.5,78.5,38.835224,-104.819798,40.11086,-77.035636
35,Colorado Springs,Phoenix,COS,PHX,551,CO,AZ,638194.0,1278.0,917.5,1064.3,38.835224,-104.819798,30.406931,-87.217578
36,Colorado Springs,Washington,COS,BWI,1503,CO,DC,638194.0,54.0,917.5,153.4,38.835224,-104.819798,38.892062,-77.019912
37,Colorado Springs,Washington,COS,DCA,1503,CO,DC,638194.0,54.0,917.5,153.4,38.835224,-104.819798,38.892062,-77.019912
38,Colorado Springs,Washington,COS,IAD,1503,CO,DC,638194.0,54.0,917.5,153.4,38.835224,-104.819798,38.892062,-77.019912
39,Colorado Springs,Los Angeles,COS,BUR,833,CO,CA,638194.0,430.0,917.5,450.8,38.835224,-104.819798,34.052238,-118.243344
40,Colorado Springs,Los Angeles,COS,LAX,833,CO,CA,638194.0,430.0,917.5,450.8,38.835224,-104.819798,34.052238,-118.243344
41,Colorado Springs,Los Angeles,COS,LGB,833,CO,CA,638194.0,430.0,917.5,450.8,38.835224,-104.819798,34.052238,-118.243344
42,Colorado Springs,Los Angeles,COS,ONT,833,CO,CA,638194.0,430.0,917.5,450.8,38.835224,-104.819798,34.052238,-118.243344
43,Colorado Springs,Los Angeles,COS,SNA,833,CO,CA,638194.0,430.0,917.5,450.8,38.835224,-104.819798,34.052238,-118.243344
44,Dallas,Pittsburgh,DAL,PIT,1067,TX,PA,103.0,1749091.0,78.5,2118.5,40.11086,-77.035636,40.442169,-79.994945
45,Dallas,Pittsburgh,DFW,PIT,1067,TX,PA,103.0,1749091.0,78.5,2118.5,40.11086,-77.035636,40.442169,-79.994945
46,Dallas,Denver,DAL,DEN,651,TX,CO,103.0,21.0,78.5,37.2,40.11086,-77.035636,39.738453,-104.984853
47,Dallas,Denver,DFW,DEN,651,TX,CO,103.0,21.0,78.5,37.2,40.11086,-77.035636,39.738453,-104.984853
48,Dallas,Tucson,DAL,TUS,824,TX,AZ,103.0,878320.0,78.5,863.9,40.11086,-77.035636,35.167852,-103.726151
49,Dallas,Tucson,DFW,TUS,824,TX,AZ,103.0,878320.0,78.5,863.9,40.11086,-77.035636,35.167852,-103.726151
50,Dallas,Phoenix,DAL,PHX,879,TX,AZ,103.0,1278.0,78.5,1064.3,40.11086,-77.035636,30.406931,-87.217578
51,Dallas,Phoenix,DFW,PHX,879,TX,AZ,103.0,1278.0,78.5,1064.3,40.11086,-77.035636,30.406931,-87.217578
52,Dallas,Hartford,DAL,BDL,1471,TX,CT,103.0,400.0,78.5,289.4,40.11086,-77.035636,41.765775,-72.673356
53,Dallas,Hartford,DFW,BDL,1471,TX,CT,103.0,400.0,78.5,289.4,40.11086,-77.035636,41.765775,-72.673356
54,Dallas,Seattle,DAL,SEA,1670,TX,WA,103.0,3561397.0,78.5,3376.6,40.11086,-77.035636,47.603229,-122.33028
55,Dallas,Seattle,DFW,SEA,1670,TX,WA,103.0,3561397.0,78.5,3376.6,40.11086,-77.035636,47.603229,-122.33028
56,Dallas,El Paso,DAL,ELP,562,TX,TX,103.0,713.0,78.5,66.7,40.11086,-77.035636,31.76006,-106.492257
57,Dallas,El Paso,DFW,ELP,562,TX,TX,103.0,713.0,78.5,66.7,40.11086,-77.035636,31.76006,-106.492257
58,Dallas,Nashville,DAL,BNA,631,TX,TN,103.0,37.0,78.5,80.2,40.11086,-77.035636,36.166687,-86.779932
59,Dallas,Nashville,DFW,BNA,631,TX,TN,103.0,37.0,78.5,80.2,40.11086,-77.035636,36.166687,-86.779932
60,Dallas,Washington,DAL,BWI,1217,TX,DC,103.0,54.0,78.5,153.4,40.11086,-77.035636,38.892062,-77.019912
61,Dallas,Washington,DAL,DCA,1217,TX,DC,103.0,54.0,78.5,153.4,40.11086,-77.035636,38.892062,-77.019912
62,Dallas,Washington,DAL,IAD,1217,TX,DC,103.0,54.0,78.5,153.4,40.11086,-77.035636,38.892062,-77.019912
63,Dallas,Washington,DFW,BWI,1217,TX,DC,103.0,54.0,78.5,153.4,40.11086,-77.035636,38.892062,-77.019912
64,Dallas,Washington,DFW,DCA,1217,TX,DC,103.0,54.0,78.5,153.4,40.11086,-77.035636,38.892062,-77.019912
65,Dallas,Washington,DFW,IAD,1217,TX,DC,103.0,54.0,78.5,153.4,40.11086,-77.035636,38.892062,-77.019912
66,Dallas,St. Louis,DAL,STL,550,TX,MO,103.0,85.0,78.5,3.5,40.11086,-77.035636,38.630276,-90.200309
67,Dallas,St. Louis,DFW,STL,550,TX,MO,103.0,85.0,78.5,3.5,40.11086,-77.035636,38.630276,-90.200309
68,Dallas,Myrtle Beach,DAL,MYR,1048,TX,SC,103.0,332181.0,78.5,594.6,40.11086,-77.035636,33.68785,-78.883852
69,Dallas,Myrtle Beach,DFW,MYR,1048,TX,SC,103.0,332181.0,78.5,594.6,40.11086,-77.035636,33.68785,-78.883852
70,Dallas,Jacksonville,DAL,JAX,918,TX,FL,103.0,4.0,78.5,33.7,40.11086,-77.035636,30.325968,-81.65676
71,Dallas,Jacksonville,DFW,JAX,918,TX,FL,103.0,4.0,78.5,33.7,40.11086,-77.035636,30.325968,-81.65676
72,Dallas,Detroit,DAL,DTW,986,TX,MI,103.0,27.0,78.5,111.9,40.11086,-77.035636,42.332916,-83.047853
73,Dallas,Detroit,DFW,DTW,986,TX,MI,103.0,27.0,78.5,111.9,40.11086,-77.035636,42.332916,-83.047853
74,Dallas,Des Moines,DAL,DSM,624,TX,IA,103.0,103.0,78.5,45.7,40.11086,-77.035636,41.588822,-93.620309
75,Dallas,Des Moines,DFW,DSM,624,TX,IA,103.0,103.0,78.5,45.7,40.11086,-77.035636,41.588822,-93.620309
76,Dallas,Houston,DAL,HOU,247,TX,TX,103.0,233.0,78.5,88.9,40.11086,-77.035636,29.760803,-95.369506
77,Dallas,Houston,DAL,IAH,247,TX,TX,103.0,233.0,78.5,88.9,40.11086,-77.035636,29.760803,-95.369506
78,Dallas,Houston,DFW,HOU,247,TX,TX,103.0,233.0,78.5,88.9,40.11086,-77.035636,29.760803,-95.369506
79,Dallas,Houston,DFW,IAH,247,TX,TX,103.0,233.0,78.5,88.9,40.11086,-77.035636,29.760803,-95.369506
80,Dallas,Orlando,DAL,MCO,985,TX,FL,103.0,106.0,78.5,104.5,40.11086,-77.035636,28.538331,-81.378879
81,Dallas,Orlando,DFW,MCO,985,TX,FL,103.0,106.0,78.5,104.5,40.11086,-77.035636,28.538331,-81.378879
82,Dallas,Panama City,DAL,ECP,685,TX,FL,103.0,169810.0,78.5,373.9,40.11086,-77.035636,30.185159,-85.73078
83,Dallas,Panama City,DFW,ECP,685,TX,FL,103.0,169810.0,78.5,373.9,40.11086,-77.035636,30.185159,-85.73078
84,Dallas,Valparaiso,DAL,VPS,641,TX,FL,103.0,513.0,78.5,351.5,40.11086,-77.035636,41.478143,-87.055372
85,Dallas,Valparaiso,DFW,VPS,641,TX,FL,103.0,513.0,78.5,351.5,40.11086,-77.035636,41.478143,-87.055372
86,Dallas,Fresno,DAL,FAT,1325,TX,CA,103.0,46.0,78.5,195.6,40.11086,-77.035636,36.731654,-119.785856
87,Dallas,Fresno,DFW,FAT,1325,TX,CA,103.0,46.0,78.5,195.6,40.11086,-77.035636,36.731654,-119.785856
88,Dallas,Minneapolis,DAL,MSP,853,TX,MN,103.0,2065.0,78.5,434.9,40.11086,-77.035636,44.977479,-93.264346
89,Dallas,Minneapolis,DFW,MSP,853,TX,MN,103.0,2065.0,78.5,434.9,40.11086,-77.035636,44.977479,-93.264346
90,Dallas,New York City,DAL,EWR,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
91,Dallas,New York City,DAL,HPN,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
92,Dallas,New York City,DAL,ISP,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
93,Dallas,New York City,DAL,JFK,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
94,Dallas,New York City,DAL,LGA,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
95,Dallas,New York City,DFW,EWR,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
96,Dallas,New York City,DFW,HPN,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
97,Dallas,New York City,DFW,ISP,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
98,Dallas,New York City,DFW,JFK,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
99,Dallas,New York City,DFW,LGA,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
100,Dallas,New York City,DFW,SWF,1428,TX,NY,103.0,18908608.0,78.5,11080.3,40.11086,-77.035636,40.123164,-75.333718
101,Dallas,Fort Myers,DAL,RSW,1017,TX,FL,103.0,88699.0,78.5,858.3,40.11086,-77.035636,40.253979,-103.801495
102,Dallas,Fort Myers,DFW,RSW,1017,TX,FL,103.0,88699.0,78.5,858.3,40.11086,-77.035636,40.253979,-103.801495
103,Dallas,Greenville,DAL,GSP,862,TX,SC,103.0,71.0,78.5,34.2,40.11086,-77.035636,44.513288,-88.013256
104,Dallas,Greenville,DFW,GSP,862,TX,SC,103.0,71.0,78.5,34.2,40.11086,-77.035636,44.513288,-88.013256
105,Dallas,Spokane,DAL,GEG,1486,TX,WA,103.0,209.0,78.5,24.4,40.11086,-77.035636,47.658999,-117.425022
106,Dallas,Spokane,DFW,GEG,1486,TX,WA,103.0,209.0,78.5,24.4,40.11086,-77.035636,47.658999,-117.425022
107,Dallas,Grand Rapids,DAL,GRR,931,TX,MI,103.0,1033.0,78.5,452.2,40.11086,-77.035636,47.925705,-97.036068
108,Dallas,Grand Rapids,DFW,GRR,931,TX,MI,103.0,1033.0,78.5,452.2,40.11086,-77.035636,47.925705,-97.036068
109,Dallas,Harlingen,DAL,HRL,461,TX,TX,103.0,429.0,78.5,205.4,40.11086,-77.035636,40.8078,-73.945801
110,Dallas,Harlingen,DFW,HRL,461,TX,TX,103.0,429.0,78.5,205.4,40.11086,-77.035636,40.8078,-73.945801
111,Dallas,Las Vegas,DAL,LAS,1067,TX,NV,103.0,13194.0,78.5,590.8,40.11086,-77.035636,36.169202,-115.140597
112,Dallas,Las Vegas,DFW,LAS,1067,TX,NV,103.0,13194.0,78.5,590.8,40.11086,-77.035636,36.169202,-115.140597
113,Dallas,Indianapolis,DAL,IND,761,TX,IN,103.0,1729849.0,78.5,941.8,40.11086,-77.035636,39.76845,-86.156212
114,Dallas,Indianapolis,DFW,IND,761,TX,IN,103.0,1729849.0,78.5,941.8,40.11086,-77.035636,39.76845,-86.156212
115,Dallas,San Francisco,DAL,OAK,1476,TX,CA,103.0,3364979.0,78.5,7030.7,40.11086,-77.035636,37.78008,-122.420168
116,Dallas,San Francisco,DAL,SFO,1476,TX,CA,103.0,3364979.0,78.5,7030.7,40.11086,-77.035636,37.78008,-122.420168
117,Dallas,San Francisco,DAL,SJC,1476,TX,CA,103.0,3364979.0,78.5,7030.7,40.11086,-77.035636,37.78008,-122.420168
118,Dallas,San Francisco,DFW,OAK,1476,TX,CA,103.0,3364979.0,78.5,7030.7,40.11086,-77.035636,37.78008,-122.420168
119,Dallas,San Francisco,DFW,SFO,1476,TX,CA,103.0,3364979.0,78.5,7030.7,40.11086,-77.035636,37.78008,-122.420168
120,Dallas,San Francisco,DFW,SJC,1476,TX,CA,103.0,3364979.0,78.5,7030.7,40.11086,-77.035636,37.78008,-122.420168
121,Dallas,Miami,DAL,FLL,1121,TX,FL,103.0,81.0,78.5,56.0,40.11086,-77.035636,44.977479,-93.264346
122,Dallas,Miami,DAL,MIA,1121,TX,FL,103.0,81.0,78.5,56.0,40.11086,-77.035636,44.977479,-93.264346
123,Dallas,Miami,DFW,FLL,1121,TX,FL,103.0,81.0,78.5,56.0,40.11086,-77.035636,44.977479,-93.264346
124,Dallas,Miami,DFW,MIA,1121,TX,FL,103.0,81.0,78.5,56.0,40.11086,-77.035636,44.977479,-93.264346
125,Dallas,Los Angeles,DAL,BUR,1246,TX,CA,103.0,430.0,78.5,450.8,40.11086,-77.035636,34.052238,-118.243344
126,Dallas,Los Angeles,DAL,LAX,1246,TX,CA,103.0,430.0,78.5,450.8,40.11086,-77.035636,34.052238,-118.243344
127,Dallas,Los Angeles,DAL,LGB,1246,TX,CA,103.0,430.0,78.5,450.8,40.11086,-77.035636,34.052238,-118.243344
128,Dallas,Los Angeles,DAL,ONT,1246,TX,CA,103.0,430.0,78.5,450.8,40.11086,-77.035636,34.052238,-118.243344
129,Dallas,Los Angeles,DAL,SNA,1246,TX,CA,103.0,430.0,78.5,450.8,40.11086,-77.035636,34.052238,-118.243344
130,Dallas,Los Angeles,DFW,BUR,1246,TX,CA,103.0,430.0,78.5,450.8,40.11086,-77.035636,34.052238,-118.243344
131,Dallas,Los Angeles,DFW,LAX,1246,TX,CA,103.0,430.0,78.5,450.8,40.11086,-77.035636,34.052238,-118.243344
132,Dallas,Los Angeles,DFW,LGB,1246,TX,CA,103.0,430.0,78.5,450.8,40.11086,-77.035636,34.052238,-118.243344
133,Dallas,Los Angeles,DFW,ONT,1246,TX,CA,103.0,430.0,78.5,450.8,40.11086,-77.035636,34.052238,-118.243344
134,Dallas,Los Angeles,DFW,SNA,1246,TX,CA,103.0,430.0,78.5,450.8,40.11086,-77.035636,34.052238,-118.243344
135,Dallas,Little Rock,DAL,LIT,304,TX,AR,103.0,172.0,78.5,9.5,40.11086,-77.035636,34.748745,-92.275105
136,Dallas,Little Rock,DFW,LIT,304,TX,AR,103.0,172.0,78.5,9.5,40.11086,-77.035636,34.748745,-92.275105
137,Dallas,Lubbock,DAL,LBB,293,TX,TX,103.0,280890.0,78.5,722.2,40.11086,-77.035636,41.181125,-96.030508
138,Dallas,Lubbock,DFW,LBB,293,TX,TX,103.0,280890.0,78.5,722.2,40.11086,-77.035636,41.181125,-96.030508
139,Dallas,Louisville,DAL,SDF,733,TX,KY,103.0,196.0,78.5,151.6,40.11086,-77.035636,38.256078,-85.751569
140,Dallas,Louisville,DFW,SDF,733,TX,KY,103.0,196.0,78.5,151.6,40.11086,-77.035636,38.256078,-85.751569
141,Dallas,Midland,DAL,MAF,319,TX,TX,103.0,137.0,78.5,82.9,40.11086,-77.035636,31.997433,-102.078043
142,Dallas,Midland,DFW,MAF,319,TX,TX,103.0,137.0,78.5,82.9,40.11086,-77.035636,31.997433,-102.078043
143,Dallas,Sacramento,DAL,SMF,1442,TX,CA,103.0,0.0,78.5,2.2,40.11086,-77.035636,38.582087,-121.50012
144,Dallas,Sacramento,DFW,SMF,1442,TX,CA,103.0,0.0,78.5,2.2,40.11086,-77.035636,38.582087,-121.50012
145,Dallas,Tampa,DAL,TPA,929,TX,FL,103.0,131.0,78.5,99.4,40.11086,-77.035636,37.8606,-78.804199
146,Dallas,Tampa,DFW,TPA,929,TX,FL,103.0,131.0,78.5,99.4,40.11086,-77.035636,37.8606,-78.804199
147,Dallas,Kansas City,DAL,MCI,461,TX,MO,103.0,155438.0,78.5,481.1,40.11086,-77.035636,39.099792,-94.578559
148,Dallas,Kansas City,DFW,MCI,461,TX,MO,103.0,155438.0,78.5,481.1,40.11086,-77.035636,39.099792,-94.578559
149,Dallas,San Antonio,DAL,SAT,247,TX,TX,103.0,70.0,78.5,59.8,40.11086,-77.035636,29.425173,-98.494599
150,Dallas,San Antonio,DFW,SAT,247,TX,TX,103.0,70.0,78.5,59.8,40.11086,-77.035636,29.425173,-98.494599
151,Dallas,Memphis,DAL,MEM,431,TX,TN,103.0,23.0,78.5,22.9,40.11086,-77.035636,35.143378,-90.052136
152,Dallas,Memphis,DFW,MEM,431,TX,TN,103.0,23.0,78.5,22.9,40.11086,-77.035636,35.143378,-90.052136
153,Dallas,Omaha,DAL,OMA,586,TX,NE,103.0,127.0,78.5,125.7,40.11086,-77.035636,46.07035,-93.666319
154,Dallas,Omaha,DFW,OMA,586,TX,NE,103.0,127.0,78.5,125.7,40.11086,-77.035636,46.07035,-93.666319
155,Dallas,Milwaukee,DAL,MKE,853,TX,WI,103.0,205.0,78.5,46.0,40.11086,-77.035636,43.041072,-87.909421
156,Dallas,Milwaukee,DFW,MKE,853,TX,WI,103.0,205.0,78.5,46.0,40.11086,-77.035636,43.041072,-87.909421
157,Dallas,New Orleans,DAL,MSY,447,TX,LA,103.0,932759.0,78.5,866.5,40.11086,-77.035636,29.950621,-90.074948
158,Dallas,New Orleans,DFW,MSY,447,TX,LA,103.0,932759.0,78.5,866.5,40.11086,-77.035636,29.950621,-90.074948
159,Dallas,San Diego,DAL,SAN,1182,TX,CA,103.0,3801.0,78.5,772.0,40.11086,-77.035636,32.71576,-117.163817
160,Dallas,San Diego,DFW,SAN,1182,TX,CA,103.0,3801.0,78.5,772.0,40.11086,-77.035636,32.71576,-117.163817
161,Dallas,Norfolk,DAL,ORF,1212,TX,VA,103.0,25883.0,78.5,555.9,40.11086,-77.035636,36.846164,-76.285913
162,Dallas,Norfolk,DFW,ORF,1212,TX,VA,103.0,25883.0,78.5,555.9,40.11086,-77.035636,36.846164,-76.285913
163,Dallas,Norfolk,DFW,PHF,1212,TX,VA,103.0,25883.0,78.5,555.9,40.11086,-77.035636,36.846164,-76.285913
164,Dallas,Pensacola,DAL,PNS,604,TX,FL,103.0,110.0,78.5,38.1,40.11086,-77.035636,30.406931,-87.217578
165,Dallas,Pensacola,DFW,PNS,604,TX,FL,103.0,110.0,78.5,38.1,40.11086,-77.035636,30.406931,-87.217578
166,Dallas,West Palm Beach,DAL,PBI,1102,TX,FL,103.0,117588.0,78.5,842.8,40.11086,-77.035636,33.90976,-98.500854
167,Dallas,West Palm Beach,DFW,PBI,1102,TX,FL,103.0,117588.0,78.5,842.8,40.11086,-77.035636,33.90976,-98.500854
168,Dallas,Portland,DAL,PDX,1626,TX,OR,103.0,28.0,78.5,10.9,40.11086,-77.035636,45.516018,-122.681425
169,Dallas,Portland,DFW,PDX,1626,TX,OR,103.0,28.0,78.5,10.9,40.11086,-77.035636,45.516018,-122.681425
170,Dallas,Philadelphia,DAL,PHL,1303,TX,PA,103.0,302.0,78.5,153.9,40.11086,-77.035636,39.951061,-75.16562
171,Dallas,Philadelphia,DFW,PHL,1303,TX,PA,103.0,302.0,78.5,153.9,40.11086,-77.035636,39.951061,-75.16562
172,Dallas,Raleigh,DAL,RDU,1061,TX,NC,103.0,10.0,78.5,10.8,40.11086,-77.035636,42.673348,-72.179683
173,Dallas,Raleigh,DFW,RDU,1061,TX,NC,103.0,10.0,78.5,10.8,40.11086,-77.035636,42.673348,-72.179683
174,Dallas,Richmond,DAL,RIC,1158,TX,VA,103.0,509.0,78.5,118.4,40.11086,-77.035636,37.540759,-77.433932
175,Dallas,Richmond,DFW,RIC,1158,TX,VA,103.0,509.0,78.5,118.4,40.11086,-77.035636,37.540759,-77.433932
176,Dallas,Reno,DAL,RNO,1356,TX,NV,103.0,1295.0,78.5,651.0,40.11086,-77.035636,30.177159,-95.162771
177,Dallas,Reno,DFW,RNO,1356,TX,NV,103.0,1295.0,78.5,651.0,40.11086,-77.035636,30.177159,-95.162771
178,Dallas,Salt Lake City,DAL,SLC,999,TX,UT,103.0,1173879.0,78.5,700.8,40.11086,-77.035636,40.758478,-111.888142
179,Dallas,Salt Lake City,DFW,SLC,999,TX,UT,103.0,1173879.0,78.5,700.8,40.11086,-77.035636,40.758478,-111.888142
180,Dallas,Tulsa,DAL,TUL,238,TX,OK,103.0,731743.0,78.5,804.2,40.11086,-77.035636,61.096484,-160.967455
181,Dallas,Tulsa,DFW,TUL,238,TX,OK,103.0,731743.0,78.5,804.2,40.11086,-77.035636,61.096484,-160.967455
182,Dallas,Savannah,DAL,SAV,925,TX,GA,103.0,309.0,78.5,212.9,40.11086,-77.035636,40.115007,-111.654713
183,Dallas,Savannah,DFW,SAV,925,TX,GA,103.0,309.0,78.5,212.9,40.11086,-77.035636,40.115007,-111.654713
184,Dallas,Knoxville,DAL,TYS,771,TX,TN,103.0,108.0,78.5,54.6,40.11086,-77.035636,35.962631,-83.916677
185,Dallas,Knoxville,DFW,TYS,771,TX,TN,103.0,108.0,78.5,54.6,40.11086,-77.035636,35.962631,-83.916677
186,Pittsburgh,San Francisco,PIT,OAK,2254,PA,CA,1749091.0,3364979.0,2118.5,7030.7,40.442169,-79.994945,37.78008,-122.420168
187,Pittsburgh,San Francisco,PIT,SFO,2254,PA,CA,1749091.0,3364979.0,2118.5,7030.7,40.442169,-79.994945,37.78008,-122.420168
188,Pittsburgh,San Francisco,PIT,SJC,2254,PA,CA,1749091.0,3364979.0,2118.5,7030.7,40.442169,-79.994945,37.78008,-122.420168
189,Pittsburgh,Tampa,PIT,PIE,878,PA,FL,1749091.0,131.0,2118.5,99.4,40.442169,-79.994945,37.8606,-78.804199
190,Pittsburgh,Tampa,PIT,TPA,878,PA,FL,1749091.0,131.0,2118.5,99.4,40.442169,-79.994945,37.8606,-78.804199
191,Huntsville,Washington,HSV,BWI,641,AL,DC,476.0,54.0,379.4,153.4,34.729538,-86.585283,38.892062,-77.019912
192,Huntsville,Washington,HSV,DCA,641,AL,DC,476.0,54.0,379.4,153.4,34.729538,-86.585283,38.892062,-77.019912
193,Huntsville,Washington,HSV,IAD,641,AL,DC,476.0,54.0,379.4,153.4,34.729538,-86.585283,38.892062,-77.019912
194,Albany,Washington,ALB,BWI,325,NY,DC,16.0,54.0,4.4,153.4,42.651242,-73.755418,38.892062,-77.019912
195,Albany,Washington,ALB,DCA,325,NY,DC,16.0,54.0,4.4,153.4,42.651242,-73.755418,38.892062,-77.019912
196,Albany,Washington,ALB,IAD,325,NY,DC,16.0,54.0,4.4,153.4,42.651242,-73.755418,38.892062,-77.019912
197,Albany,Chicago,ALB,MDW,723,NY,IL,16.0,8497759.0,4.4,4614.5,42.651242,-73.755418,41.775002,-87.696388
198,Albany,Chicago,ALB,ORD,723,NY,IL,16.0,8497759.0,4.4,4614.5,42.651242,-73.755418,41.775002,-87.696388
199,Albany,Miami,ALB,FLL,1225,NY,FL,16.0,81.0,4.4,56.0,42.651242,-73.755418,44.977479,-93.264346
200,Albany,Miami,ALB,MIA,1225,NY,FL,16.0,81.0,4.4,56.0,42.651242,-73.755418,44.977479,-93.264346
201,Albany,Los Angeles,ALB,BUR,2468,NY,CA,16.0,430.0,4.4,450.8,42.651242,-73.755418,34.052238,-118.243344
